"CRS_DEP_TIME","DEP_TIME","Freq"
0,24,1
0.0833333333333333,0,1
0.0833333333333333,0.0833333333333333,2
0.0833333333333333,0.166666666666667,5
0.0833333333333333,0.25,1
0.0833333333333333,0.333333333333333,1
0.0833333333333333,0.416666666666667,2
0.0833333333333333,0.5,1
0.0833333333333333,0.916666666666667,1
0.0833333333333333,1.25,1
0.0833333333333333,23.9166666666667,2
0.0833333333333333,24,2
0.166666666666667,0,14
0.166666666666667,0.0833333333333333,58
0.166666666666667,0.166666666666667,53
0.166666666666667,0.25,28
0.166666666666667,0.333333333333333,14
0.166666666666667,0.416666666666667,12
0.166666666666667,0.5,7
0.166666666666667,0.583333333333333,6
0.166666666666667,0.666666666666667,4
0.166666666666667,0.75,3
0.166666666666667,0.916666666666667,2
0.166666666666667,1,1
0.166666666666667,1.08333333333333,1
0.166666666666667,1.16666666666667,1
0.166666666666667,1.25,1
0.166666666666667,1.41666666666667,2
0.166666666666667,1.5,1
0.166666666666667,1.58333333333333,2
0.166666666666667,1.66666666666667,1
0.166666666666667,1.83333333333333,1
0.166666666666667,2.08333333333333,1
0.166666666666667,2.25,1
0.166666666666667,2.33333333333333,1
0.166666666666667,3,1
0.166666666666667,23.8333333333333,1
0.166666666666667,23.9166666666667,1
0.166666666666667,24,8
0.25,0,1
0.25,0.0833333333333333,26
0.25,0.166666666666667,105
0.25,0.25,102
0.25,0.333333333333333,32
0.25,0.416666666666667,21
0.25,0.5,13
0.25,0.583333333333333,12
0.25,0.666666666666667,14
0.25,0.75,6
0.25,0.833333333333333,3
0.25,0.916666666666667,6
0.25,1,3
0.25,1.08333333333333,1
0.25,1.16666666666667,2
0.25,1.25,1
0.25,1.33333333333333,1
0.25,1.41666666666667,1
0.25,1.5,3
0.25,1.58333333333333,1
0.25,1.66666666666667,3
0.25,1.91666666666667,1
0.25,2.08333333333333,2
0.25,2.16666666666667,2
0.25,2.41666666666667,1
0.25,2.5,1
0.25,2.75,2
0.25,3.33333333333333,1
0.25,24,1
0.333333333333333,0.0833333333333333,2
0.333333333333333,0.166666666666667,67
0.333333333333333,0.25,260
0.333333333333333,0.333333333333333,169
0.333333333333333,0.416666666666667,49
0.333333333333333,0.5,34
0.333333333333333,0.583333333333333,18
0.333333333333333,0.666666666666667,12
0.333333333333333,0.75,11
0.333333333333333,0.833333333333333,10
0.333333333333333,0.916666666666667,4
0.333333333333333,1,7
0.333333333333333,1.08333333333333,1
0.333333333333333,1.16666666666667,3
0.333333333333333,1.25,7
0.333333333333333,1.33333333333333,2
0.333333333333333,1.41666666666667,2
0.333333333333333,1.58333333333333,5
0.333333333333333,1.66666666666667,3
0.333333333333333,1.83333333333333,2
0.333333333333333,2.16666666666667,1
0.333333333333333,2.25,1
0.333333333333333,2.33333333333333,1
0.333333333333333,2.91666666666667,1
0.333333333333333,3.83333333333333,1
0.416666666666667,0.166666666666667,2
0.416666666666667,0.25,27
0.416666666666667,0.333333333333333,102
0.416666666666667,0.416666666666667,133
0.416666666666667,0.5,87
0.416666666666667,0.583333333333333,54
0.416666666666667,0.666666666666667,36
0.416666666666667,0.75,24
0.416666666666667,0.833333333333333,17
0.416666666666667,0.916666666666667,6
0.416666666666667,1,11
0.416666666666667,1.08333333333333,7
0.416666666666667,1.16666666666667,6
0.416666666666667,1.25,2
0.416666666666667,1.33333333333333,7
0.416666666666667,1.41666666666667,3
0.416666666666667,1.5,5
0.416666666666667,1.58333333333333,6
0.416666666666667,1.66666666666667,4
0.416666666666667,1.75,1
0.416666666666667,1.83333333333333,3
0.416666666666667,1.91666666666667,3
0.416666666666667,2,1
0.416666666666667,2.08333333333333,2
0.416666666666667,2.33333333333333,1
0.416666666666667,2.5,1
0.416666666666667,2.58333333333333,1
0.416666666666667,2.66666666666667,1
0.416666666666667,2.91666666666667,1
0.416666666666667,3,1
0.416666666666667,3.41666666666667,1
0.5,0.0833333333333333,1
0.5,0.166666666666667,6
0.5,0.25,34
0.5,0.333333333333333,131
0.5,0.416666666666667,401
0.5,0.5,391
0.5,0.583333333333333,177
0.5,0.666666666666667,92
0.5,0.75,66
0.5,0.833333333333333,39
0.5,0.916666666666667,28
0.5,1,18
0.5,1.08333333333333,15
0.5,1.16666666666667,5
0.5,1.25,9
0.5,1.33333333333333,3
0.5,1.41666666666667,7
0.5,1.5,1
0.5,1.58333333333333,1
0.5,1.66666666666667,6
0.5,1.75,4
0.5,1.83333333333333,6
0.5,1.91666666666667,3
0.5,2,2
0.5,2.08333333333333,1
0.5,2.16666666666667,2
0.5,2.25,1
0.5,2.41666666666667,1
0.5,2.5,1
0.5,2.66666666666667,1
0.5,2.75,2
0.5,2.83333333333333,1
0.5,2.91666666666667,1
0.5,3.08333333333333,1
0.583333333333333,0.25,1
0.583333333333333,0.333333333333333,5
0.583333333333333,0.416666666666667,29
0.583333333333333,0.5,82
0.583333333333333,0.583333333333333,37
0.583333333333333,0.666666666666667,18
0.583333333333333,0.75,8
0.583333333333333,0.833333333333333,8
0.583333333333333,0.916666666666667,4
0.583333333333333,1,5
0.583333333333333,1.08333333333333,5
0.583333333333333,1.16666666666667,4
0.583333333333333,1.25,2
0.583333333333333,1.33333333333333,2
0.583333333333333,1.41666666666667,3
0.583333333333333,1.5,4
0.583333333333333,1.58333333333333,1
0.583333333333333,1.91666666666667,1
0.583333333333333,2,2
0.583333333333333,2.16666666666667,1
0.583333333333333,2.25,1
0.583333333333333,2.66666666666667,1
0.583333333333333,8.91666666666667,1
0.666666666666667,0.333333333333333,2
0.666666666666667,0.416666666666667,10
