"originx","originy","widthx","widthy","totalSpatialLoss","maxSpatialLoss","propSpatialLoss","bintype","distrib"
0,0,16,6,600366.655830652,3828376.12680617,0.15682018588166,"random","unif"
0,0,16,8,482434.303769724,3828376.12680617,0.126015388193374,"standard","unif"
0,0,16,8,646927.382241567,3828376.12680617,0.168982190049667,"random","unif"
0,0,16,10,512870.189132326,3828376.12680617,0.133965465289898,"standard","unif"
0,0,16,10,678240.115496849,3828376.12680617,0.177161306264511,"random","unif"
0,0,16,12,547960.880046218,3828376.12680617,0.143131411830048,"standard","unif"
0,0,16,12,732071.099839239,3828376.12680617,0.191222355273114,"random","unif"
0,0,16,14,585137.995456007,3828376.12680617,0.152842347793073,"standard","unif"
0,0,16,14,771070.900853476,3828376.12680617,0.201409390120908,"random","unif"
0,0,16,16,624221.509601594,3828376.12680617,0.163051249126441,"standard","unif"
0,0,16,16,828357.948236172,3828376.12680617,0.216373188213153,"random","unif"
0,0,16,18,654298.008847232,3828376.12680617,0.17090745192612,"standard","unif"
0,0,16,18,869454.14626655,3828376.12680617,0.227107817379452,"random","unif"
0,0,16,20,697454.315079271,3828376.12680617,0.182180196505698,"standard","unif"
0,0,16,20,910920.596659156,3828376.12680617,0.237939159185775,"random","unif"
0,0,18,2,453398.906885265,3828376.12680617,0.118431128987191,"standard","unif"
0,0,18,2,591418.609837512,3828376.12680617,0.154482890460114,"random","unif"
0,0,18,4,469306.535073765,3828376.12680617,0.122586318462205,"standard","unif"
0,0,18,4,616239.374065485,3828376.12680617,0.160966256620032,"random","unif"
0,0,18,6,490683.081343146,3828376.12680617,0.128170029560941,"standard","unif"
0,0,18,6,646602.298449116,3828376.12680617,0.168897275772259,"random","unif"
0,0,18,8,517076.375269401,3828376.12680617,0.135064152043173,"standard","unif"
0,0,18,8,692502.091404775,3828376.12680617,0.180886639260938,"random","unif"
0,0,18,10,546653.693166154,3828376.12680617,0.142789965003308,"standard","unif"
0,0,18,10,723041.987638593,3828376.12680617,0.188863884761969,"random","unif"
0,0,18,12,580971.044176674,3828376.12680617,0.151753909473192,"standard","unif"
0,0,18,12,777579.195090854,3828376.12680617,0.203109404440768,"random","unif"
0,0,18,14,616702.15979681,3828376.12680617,0.161087139656598,"standard","unif"
0,0,18,14,814756.306938851,3828376.12680617,0.212820339473426,"random","unif"
0,0,18,16,654579.142489187,3828376.12680617,0.170980886100988,"standard","unif"
0,0,18,16,869704.092453776,3828376.12680617,0.227173105161777,"random","unif"
0,0,18,18,683980.805543782,3828376.12680617,0.178660816724504,"standard","unif"
0,0,18,18,907673.665058453,3828376.12680617,0.23709103677221,"random","unif"
0,0,18,20,725772.168587748,3828376.12680617,0.189577028104923,"standard","unif"
0,0,18,20,949545.629478581,3828376.12680617,0.248028301824863,"random","unif"
0,0,20,2,506899.452614722,3828376.12680617,0.132405864999896,"standard","unif"
0,0,20,2,642352.061256374,3828376.12680617,0.167787082559272,"random","unif"
0,0,20,4,521413.28785068,3828376.12680617,0.136196985505097,"standard","unif"
0,0,20,4,665649.496193297,3828376.12680617,0.173872543905088,"random","unif"
0,0,20,6,541206.628574349,3828376.12680617,0.141367151671654,"standard","unif"
0,0,20,6,695216.55369148,3828376.12680617,0.181595676773657,"random","unif"
0,0,20,8,565837.282582793,3828376.12680617,0.147800859644072,"standard","unif"
0,0,20,8,738964.903947578,3828376.12680617,0.193023067606489,"random","unif"
0,0,20,10,593767.470761699,3828376.12680617,0.155096430208139,"standard","unif"
0,0,20,10,770385.376870078,3828376.12680617,0.201230326214779,"random","unif"
0,0,20,12,626048.228766836,3828376.12680617,0.163528401606954,"standard","unif"
0,0,20,12,820753.224103834,3828376.12680617,0.214386778341069,"random","unif"
0,0,20,14,660534.190196653,3828376.12680617,0.172536388358399,"standard","unif"
0,0,20,14,857793.397680855,3828376.12680617,0.22406194409024,"random","unif"
0,0,20,16,696804.931434916,3828376.12680617,0.18201057272192,"standard","unif"
0,0,20,16,909990.801319501,3828376.12680617,0.237696289804905,"random","unif"
0,0,20,18,725606.771607833,3828376.12680617,0.189533825197362,"standard","unif"
0,0,20,18,949579.347165114,3828376.12680617,0.248037109132561,"random","unif"
0,0,20,20,765767.006581378,3828376.12680617,0.200023973929704,"standard","unif"
0,0,20,20,989903.353056596,3828376.12680617,0.258570036033117,"random","unif"
0,0,2,2,76501.3764815458,1406573.70072124,0.0543884593052742,"standard","norm"
0,0,2,2,103130.867353991,1406573.70072124,0.0733206282053404,"random","norm"
0,0,2,4,118504.067151551,1406573.70072124,0.0842501655553395,"standard","norm"
0,0,2,4,159996.211003371,1406573.70072124,0.113748899841744,"random","norm"
0,0,2,6,164650.517334324,1406573.70072124,0.117057867106358,"standard","norm"
0,0,2,6,221293.914535278,1406573.70072124,0.157328346478971,"random","norm"
0,0,2,8,212116.697070443,1406573.70072124,0.150803827031373,"standard","norm"
0,0,2,8,284940.895776221,1406573.70072124,0.202578006136553,"random","norm"
0,0,2,10,260617.013863154,1406573.70072124,0.185285004070189,"standard","norm"
0,0,2,10,350324.882134262,1406573.70072124,0.249062585170353,"random","norm"
0,0,2,12,309697.558281665,1406573.70072124,0.220178692465858,"standard","norm"
0,0,2,12,415258.06549451,1406573.70072124,0.295226666957858,"random","norm"
0,0,2,14,357494.562539882,1406573.70072124,0.254159851244604,"standard","norm"
0,0,2,14,476931.218092441,1406573.70072124,0.339073038154979,"random","norm"
0,0,2,16,407380.297711071,1406573.70072124,0.289625987960804,"standard","norm"
0,0,2,16,544695.245901491,1406573.70072124,0.387249701613355,"random","norm"
0,0,2,18,458710.537257886,1406573.70072124,0.326119091393986,"standard","norm"
0,0,2,18,611993.765297688,1406573.70072124,0.435095413047949,"random","norm"
0,0,2,20,503629.447763353,1406573.70072124,0.358054076729226,"standard","norm"
0,0,2,20,672504.397066886,1406573.70072124,0.478115293014545,"random","norm"
0,0,4,2,118392.846815801,1406573.70072124,0.0841710937401246,"standard","norm"
0,0,4,2,159904.479610034,1406573.70072124,0.113683683640638,"random","norm"
0,0,4,4,152745.41130865,1406573.70072124,0.10859396221494,"standard","norm"
0,0,4,4,207625.231164973,1406573.70072124,0.147610630753661,"random","norm"
0,0,4,6,193505.656340196,1406573.70072124,0.137572354894005,"standard","norm"
0,0,4,6,263111.982963421,1406573.70072124,0.187058796015102,"random","norm"
0,0,4,8,237070.864634922,1406573.70072124,0.168544929080759,"standard","norm"
0,0,4,8,320968.246249133,1406573.70072124,0.22819155945014,"random","norm"
0,0,4,10,282724.463991077,1406573.70072124,0.201002239588375,"standard","norm"
0,0,4,10,381333.937537769,1406573.70072124,0.271108394350211,"random","norm"
0,0,4,12,329660.033906694,1406573.70072124,0.23437096380919,"standard","norm"
0,0,4,12,443343.940778854,1406573.70072124,0.315194248656523,"random","norm"
0,0,4,14,375628.950198533,1406573.70072124,0.267052448091363,"standard","norm"
0,0,4,14,505364.75434113,1406573.70072124,0.359287788533227,"random","norm"
0,0,4,16,424132.183161125,1406573.70072124,0.301535698373748,"standard","norm"
0,0,4,16,571817.376261561,1406573.70072124,0.406532111305903,"random","norm"
0,0,4,18,474129.037465538,1406573.70072124,0.337080834955483,"standard","norm"
0,0,4,18,636349.634528614,1406573.70072124,0.452411156416702,"random","norm"
0,0,4,20,518161.432775933,1406573.70072124,0.368385554564429,"standard","norm"
0,0,4,20,693405.881115428,1406573.70072124,0.492975150011604,"random","norm"
0,0,6,2,164514.164960469,1406573.70072124,0.116960927732484,"standard","norm"
0,0,6,2,221231.755825773,1406573.70072124,0.157284154902323,"random","norm"
0,0,6,4,193392.948148557,1406573.70072124,0.137492225291425,"standard","norm"
0,0,6,4,263187.583465364,1406573.70072124,0.187112543999943,"random","norm"
0,0,6,6,229407.797352556,1406573.70072124,0.163096890859629,"standard","norm"
0,0,6,6,312595.406825217,1406573.70072124,0.22223891052771,"random","norm"
